event_id,event_url,event_brand,event_year,event_country,event_date,participants,foreign_participants,new,returning,churn
1569,/events/details/1569/,A Christmas Competition,2019,Australia,2019-12-01,19,0,19,0,NA
1474,/events/details/1474/,A Midsummer Fight's Dream,2019,United Kingdom,2019-06-15,29,1,29,0,NA
1730,/events/details/1730/,A Midsummer Fight's Dream,2022,United Kingdom,2022-08-06,29,0,29,0,1
1879,/events/details/1879/,A Midsummer Fight's Dream,2023,United Kingdom,2023-07-22,40,0,35,5,0.88
2174,/events/details/2174/,A Midsummer Fight's Dream,2024,United Kingdom,2024-09-01,41,1,32,9,0.78
2166,/events/details/2166/,Ace Of Blades,2024,Romania,2024-09-14,27,6,27,0,NA
2056,/events/details/2056/,Acola,2024,United States,2024-04-27,83,1,83,0,NA
2120,/events/details/2120/,Ad Hoc Af,2024,United States,2024-06-29,24,0,24,0,NA
1839,/events/details/1839/,Aegis Spring Tournament,2023,United States,2023-04-23,7,0,7,0,NA
1776,/events/details/1776/,Afo Tournament Of Defense,2022,United States,2022-11-05,25,1,25,0,NA
1954,/events/details/1954/,Afo Tournament Of Defense,2023,United States,2023-11-04,27,2,16,11,0.59
2108,/events/details/2108/,Ag 25th Anniversary Tournament,2024,United States,2024-04-20,22,0,22,0,NA
1708,/events/details/1708/,Ag Open,2022,United States,2022-04-23,99,8,99,0,NA
1845,/events/details/1845/,Ag Open,2023,United States,2023-05-05,124,7,84,40,0.68
2161,/events/details/2161/,Ag Open,2024,United States,2024-09-13,108,10,63,45,0.58
67,/events/details/67/,Aha Glasgow Broadsword Tournament,2016,United Kingdom,2016-09-11,20,1,20,0,NA
1843,/events/details/1843/,Ahma Cub,2023,Finland,2023-05-20,36,0,36,0,NA
2092,/events/details/2092/,Ahma Cub,2024,Finland,2024-05-25,52,1,33,19,0.63
1236,/events/details/1236/,Aima,2016,Italy,2016-03-04,95,23,95,0,NA
96,/events/details/96/,Aima Roma,2017,Italy,2017-03-03,104,20,104,0,NA
1265,/events/details/1265/,Aima Roma,2018,Italy,2018-03-09,68,18,30,38,0.44
1427,/events/details/1427/,Aima Roma,2019,Italy,2019-03-02,93,6,60,33,0.65
1816,/events/details/1816/,Alberio Kalavijas,2023,Lithuania,2023-04-22,34,0,34,0,NA
1304,/events/details/1304/,Albion Cup,2018,United Kingdom,2018-07-07,60,18,60,0,NA
1492,/events/details/1492/,Albion Cup,2019,United Kingdom,2019-07-27,77,28,48,29,0.62
1827,/events/details/1827/,Albion Cup,2023,United Kingdom,2023-06-03,72,4,59,13,0.82
2075,/events/details/2075/,Albion Cup,2024,United Kingdom,2024-06-01,130,13,82,48,0.63
1426,/events/details/1426/,Alfieri Open,2019,Australia,2019-02-17,20,1,20,0,NA
1307,/events/details/1307/,All's Faire Hema Tournament,2018,United States,2018-06-23,17,2,17,0,NA
1965,/events/details/1965/,Amcf/Hemaa Collaborative Tournament,2023,United States,2023-12-02,29,1,29,0,NA
1613,/events/details/1613/,Anvil,2014,Canada,2014-11-27,18,3,18,0,NA
1612,/events/details/1612/,Anvil,2017,Canada,2017-10-28,13,0,9,4,0.69
1614,/events/details/1614/,Anvil,2018,Canada,2018-05-26,24,1,16,8,0.67
1611,/events/details/1611/,Anvil,2019,Canada,2019-06-08,22,0,11,11,0.5
1916,/events/details/1916/,Anvil,2022,Canada,2022-06-25,26,0,16,10,0.62
1922,/events/details/1922/,Anvil,2023,Canada,2023-06-10,37,1,24,13,0.65
2111,/events/details/2111/,Anvil,2024,Canada,2024-06-22,17,0,9,8,0.53
1473,/events/details/1473/,April Fools,2019,Italy,2019-04-27,43,6,43,0,NA
1657,/events/details/1657/,April Fools,2021,Italy,2021-05-29,59,1,47,12,0.8
1701,/events/details/1701/,April Fools,2022,Italy,2022-04-09,85,2,52,33,0.61
1246,/events/details/1246/,Arizona Hema League 2018,2018,United States,2018-03-24,28,0,28,0,NA
1285,/events/details/1285/,Arizona Hema League 2018,2018,United States,2018-06-10,19,0,3,16,0.16
1374,/events/details/1374/,Arizona Hema League 2018,2018,United States,2018-10-27,16,0,5,11,0.31
93,/events/details/93/,Arnold Fencing Classic,2017,United States,2017-03-05,22,1,22,0,NA
1261,/events/details/1261/,Arnold Fencing Classic,2018,United States,2018-03-02,23,2,16,7,0.7
1595,/events/details/1595/,Arnold Fencing Classic,2020,United States,2020-03-06,68,11,57,11,0.84
1422,/events/details/1422/,Arnold Hema Classic,2019,United States,2019-03-03,42,5,42,0,NA
1961,/events/details/1961/,Arnold South America,2023,Brazil,2023-05-03,27,0,27,0,NA
2102,/events/details/2102/,Aros Open,2024,Denmark,2024-06-22,16,2,16,0,NA
1475,/events/details/1475/,Ars Gladii 20th Anniversary Invitational,2019,United States,2019-06-29,20,0,20,0,NA
1840,/events/details/1840/,Arsenal Assault Of Arms,2023,United States,2023-04-15,29,2,29,0,NA
1785,/events/details/1785/,As You Wish,2022,United States,2022-12-10,30,2,30,0,NA
1696,/events/details/1696/,Ascalon Sword Festival,2022,United States,2022-03-10,103,5,103,0,NA
1805,/events/details/1805/,Ascalon Sword Festival,2023,United States,2023-03-17,129,7,85,44,0.66
38,/events/details/38/,Ascent Saber Tournament,2015,Russia,2015-09-20,36,1,36,0,NA
103,/events/details/103/,Ascent Saber Tournament,2016,Russia,2016-10-01,51,1,35,16,0.69
1490,/events/details/1490/,Ascent Saber Tournament,2018,Russia,2018-10-24,45,4,31,14,0.69
1331,/events/details/1331/,Ascent Sabre Tournament,2017,Russia,2017-10-25,75,2,75,0,NA
1601,/events/details/1601/,Ascent Sabre Tournament,2019,Russia,2019-11-23,79,8,50,29,0.63
2016,/events/details/2016/,Assoluti,2023,Italy,2023-05-20,89,2,89,0,NA
40,/events/details/40/,Astolat Hema Open,2016,United Kingdom,2016-07-16,16,4,16,0,NA
148,/events/details/148/,Astolat Hema Open,2017,United Kingdom,2017-07-22,59,13,47,12,0.8
1280,/events/details/1280/,Athens Hema Open,2018,Greece,2018-05-13,15,1,15,0,NA
2160,/events/details/2160/,Atlantic Renaissance Fencing League Saber Open,2024,United States,2024-09-15,21,1,21,0,NA
2131,/events/details/2131/,Atlantic Renaissance Fencing League Sword And Buckler Open,2024,United States,2024-08-10,20,0,20,0,NA
2132,/events/details/2132/,Auf Der Hut,2024,United States,2024-08-10,23,0,23,0,NA
1226,/events/details/1226/,Australia Day Tournament,2018,Australia,2018-01-26,29,1,29,0,NA
1648,/events/details/1648/,Austrian Rapier Championships,2021,Austria,2021-09-19,15,4,15,0,NA
1461,/events/details/1461/,Autumn Open,2019,Australia,2019-05-26,13,1,13,0,NA
1394,/events/details/1394/,Autumn Ural Cup,2018,Russia,2018-10-13,58,0,58,0,NA
1549,/events/details/1549/,Autumn Ural Cup,2019,Russia,2019-10-12,51,1,29,22,0.57
1245,/events/details/1245/,Axel Pettersson Challenge Tournament,2018,Australia,2018-03-10,35,1,35,0,NA
1567,/events/details/1567/,Baja Regional,2019,Mexico,2019-12-01,15,1,15,0,NA
1974,/events/details/1974/,Baja Regional,2023,Mexico,2023-12-09,19,2,18,1,0.95
2097,/events/details/2097/,Baltic Sabre Swordsmanship,2024,Germany,2024-05-05,19,2,19,0,NA
2115,/events/details/2115/,Barcino Pugnare,2024,Spain,2024-05-25,20,6,20,0,NA
1751,/events/details/1751/,Basilisk Challenge Basel,2022,Switzerland,2022-04-30,27,11,27,0,NA
1417,/events/details/1417/,Baton Rouge Open,2018,United States,2018-06-09,54,1,54,0,NA
1634,/events/details/1634/,Baton Rouge Open,2019,United States,2019-05-25,87,3,61,26,0.7
1685,/events/details/1685/,Battle Born ,2021,United States,2021-06-26,16,0,16,0,NA
1736,/events/details/1736/,Battle Born ,2022,United States,2022-05-27,37,1,28,9,0.76
1831,/events/details/1831/,Battle Born ,2023,United States,2023-05-27,47,1,25,22,0.53
2146,/events/details/2146/,Battle Born ,2024,United States,2024-05-18,72,1,47,25,0.65
1890,/events/details/1890/,Battle In The Valley,2023,United States,2023-03-11,22,4,22,0,NA
1649,/events/details/1649/,Battle Of Buffalo,2021,United States,2021-09-11,17,0,17,0,NA
1732,/events/details/1732/,Battle Of Buffalo,2022,United States,2022-09-10,22,1,16,6,0.73
159,/events/details/159/,Battle Of The Bridge,2017,Sweden,2017-09-08,62,15,62,0,NA
1323,/events/details/1323/,Battle Of The Bridge,2018,Sweden,2018-09-07,87,27,59,28,0.68
1518,/events/details/1518/,Battle Of The Bridge,2019,Sweden,2019-09-13,87,25,45,42,0.52
2078,/events/details/2078/,Battle Of The Bridge,2023,Sweden,2023-09-29,96,38,64,32,0.67
1528,/events/details/1528/,Battle Royale,2019,United States,2019-08-11,21,1,21,0,NA
1430,/events/details/1430/,Battles In The North,2019,Greece,2019-03-10,13,0,13,0,NA
2053,/events/details/2053/,Battles In The North,2024,Greece,2024-04-06,20,14,19,1,0.95
1724,/events/details/1724/,Bayou Fecht,2022,United States,2022-05-28,61,3,61,0,NA
1645,/events/details/1645/,Bear's Challenge,2021,Ireland,2021-08-07,21,2,21,0,NA
155,/events/details/155/,Belfast Bladeworks,2017,United Kingdom,2017-08-19,16,13,16,0,NA
111,/events/details/111/,Belfast Bladeworks Open Longsword,2016,United Kingdom,2016-12-03,14,9,14,0,NA
1646,/events/details/1646/,Bellum Vitudurum,2021,Switzerland,2021-08-28,31,7,31,0,NA
1897,/events/details/1897/,Bellum Vitudurum,2023,Switzerland,2023-08-26,25,9,16,9,0.64
2173,/events/details/2173/,Bellum Vitudurum,2024,Switzerland,2024-08-24,30,9,18,12,0.6
1731,/events/details/1731/,Bellum Vitudurum Longsword,2022,Switzerland,2022-08-27,26,8,26,0,NA
2008,/events/details/2008/,Bend The Knee,2024,United States,2024-03-02,22,1,22,0,NA
15,/events/details/15/,Bergen Open,2013,Norway,2013-08-16,33,13,33,0,NA
8,/events/details/8/,Bergen Open,2014,Norway,2014-08-08,35,22,23,12,0.66
1936,/events/details/1936/,Berlin Duelling Day,2023,Germany,2023-11-11,20,1,20,0,NA
2033,/events/details/2033/,Berlin Spring Saber,2024,Germany,2024-04-13,32,8,32,0,NA
1413,/events/details/1413/,Beta ,2018,United States,2018-12-15,25,0,25,0,NA
1600,/events/details/1600/,Beware The Ides Of March Melee Madness,2020,Afghanistan,2020-03-15,6,1,6,0,NA
143,/events/details/143/,Bfhs Autumn Exchange,2016,United Kingdom,2016-11-20,4,0,4,0,NA
137,/events/details/137/,Bfhs Spring Exchange,2016,United Kingdom,2016-03-27,8,0,8,0,NA
1967,/events/details/1967/,Bhl December,2023,United States,2023-12-03,16,0,16,0,NA
2001,/events/details/2001/,Bhl February,2024,United States,2024-02-04,23,1,23,0,NA
1988,/events/details/1988/,Bhl January,2024,United States,2024-01-28,10,0,10,0,NA
2093,/events/details/2093/,Bhl March,2024,United States,2024-03-24,29,1,29,0,NA
2128,/events/details/2128/,Bhl May,2024,United States,2024-07-21,13,0,13,0,NA
1953,/events/details/1953/,Bhl November,2023,United States,2023-11-19,15,0,15,0,NA
1909,/events/details/1909/,Bhl October,2023,United States,2023-10-15,11,0,11,0,NA
1322,/events/details/1322/,Bicornio Hema Gathering,2018,Hungary,2018-08-10,21,1,21,0,NA
71,/events/details/71/,Big Moscow Tournament,2016,Russia,2016-04-23,69,5,69,0,NA
1255,/events/details/1255/,Big Moscow Tournament,2017,Russia,2017-04-21,121,8,83,38,0.69
1393,/events/details/1393/,Big Moscow Tournament,2018,Russia,2018-04-29,97,1,51,46,0.53
1454,/events/details/1454/,Big Moscow Tournament,2019,Russia,2019-04-27,84,4,38,46,0.45
1293,/events/details/1293/,Bihartordai Kardvivo Torna,2014,Hungary,2014-11-15,18,0,18,0,NA
1548,/events/details/1548/,Black Sea Cup,2019,Russia,2019-10-27,36,1,36,0,NA
1643,/events/details/1643/,Black Steel,2021,Ukraine,2021-12-04,38,38,38,0,NA
106,/events/details/106/,Blade Master,2017,Russia,2017-02-24,64,3,64,0,NA
1256,/events/details/1256/,Blade Master,2018,Russia,2018-02-01,63,3,40,23,0.63
1450,/events/details/1450/,Blade Master,2019,Russia,2019-02-01,76,0,45,31,0.59
1606,/events/details/1606/,Blade Master,2020,Russia,2020-01-31,63,1,31,32,0.49
112,/events/details/112/,Blademasters Cup,2017,Ireland,2017-04-29,18,2,18,0,NA
1271,/events/details/1271/,Blademasters Cup,2018,Ireland,2018-04-28,18,2,12,6,0.67
1429,/events/details/1429/,Blademasters Cup,2019,Ireland,2019-03-30,21,4,14,7,0.67
1894,/events/details/1894/,Blademasters Cup,2023,Ireland,2023-09-09,6,0,5,1,0.83
2147,/events/details/2147/,Blademasters Cup,2024,Ireland,2024-09-01,18,0,15,3,0.83
1733,/events/details/1733/,Blademasters Open,2022,Ireland,2022-09-02,51,29,51,0,NA
1895,/events/details/1895/,Blades Of Glory King's Cup,2023,Canada,2023-09-16,34,1,34,0,NA
1610,/events/details/1610/,Blizzard Brawl,2020,Canada,2020-01-25,28,0,28,0,NA
1722,/events/details/1722/,Blood On The River,2022,United States,2022-09-03,39,1,39,0,NA
1905,/events/details/1905/,Bloody Belgian Waffles .,2022,Belgium,2022-12-10,34,1,34,0,NA
1407,/events/details/1407/,Blue Box Longsword Open,2016,United States,2016-11-19,9,0,9,0,NA
1406,/events/details/1406/,Blue Box Longsword Open,2017,United States,2017-11-18,6,1,3,3,0.5
1381,/events/details/1381/,Blue Box Longsword Open,2018,United States,2018-11-22,23,1,21,2,0.91
1561,/events/details/1561/,Blue Box Open,2019,United States,2019-11-16,35,2,35,0,NA
1671,/events/details/1671/,Blue Box Open,2021,United States,2021-11-20,37,1,27,10,0.73
1778,/events/details/1778/,Blue Box Open,2022,United States,2022-11-20,50,1,34,16,0.68
1944,/events/details/1944/,Blue Box Open,2023,United States,2023-11-18,40,0,26,14,0.65
2029,/events/details/2029/,Blueshards Cup,2024,Italy,2024-03-23,73,5,73,0,NA
1303,/events/details/1303/,Boar's Tooth,2018,United States,2018-06-16,31,1,31,0,NA
2137,/events/details/2137/,Boar's Tooth,2024,United States,2024-08-09,82,4,78,4,0.95
2156,/events/details/2156/,Bohema: First Harvest,2024,Czech Republic,2024-09-07,56,34,56,0,NA
2119,/events/details/2119/,Booredanz,2024,Germany,2024-07-06,19,1,19,0,NA
1738,/events/details/1738/,Bothnia Open,2022,Finland,2022-08-13,34,6,34,0,NA
1867,/events/details/1867/,Bothnia Open,2023,Finland,2023-08-12,31,2,15,16,0.48
2133,/events/details/2133/,Bothnia Open,2024,Finland,2024-08-10,26,4,10,16,0.38
1260,/events/details/1260/,Brasileiro De Artes Marciais Historicas Europeias,2018,Brazil,2018-04-08,12,0,12,0,NA
1814,/events/details/1814/,Bratislava En Garde!,2023,Slovakia,2023-05-27,19,8,19,0,NA
2032,/events/details/2032/,Bratislava En Garde!,2024,Slovakia,2024-04-20,33,18,22,11,0.67
1850,/events/details/1850/,Bratislava Fecht,2023,Slovakia,2023-07-22,77,44,77,0,NA
2059,/events/details/2059/,Bratislava Fecht ,2024,Slovakia,2024-05-18,79,52,79,0,NA
1263,/events/details/1263/,Bratislavsky Fecht,2018,Slovakia,2018-04-14,92,34,92,0,NA
2027,/events/details/2027/,Brisbane Longsword League 1: Autumn Assault,2024,Australia,2024-04-06,15,0,15,0,NA
2086,/events/details/2086/,Brisbane Longsword League 2: Winter War,2024,Australia,2024-06-09,10,0,10,0,NA
1187,/events/details/1187/,Broadwater Bucklerthon,2017,United Kingdom,2017-11-18,27,3,27,0,NA
1477,/events/details/1477/,Broadwater Bucklerthon,2019,United Kingdom,2019-06-29,31,0,27,4,0.87
22,/events/details/22/,Broken Point,2016,United States,2016-02-06,40,1,40,0,NA
104,/events/details/104/,Broken Point,2017,United States,2017-04-17,46,0,28,18,0.61
1268,/events/details/1268/,Broken Point,2018,United States,2018-04-21,52,3,32,20,0.62
1552,/events/details/1552/,Broken Point,2019,United States,2019-08-28,38,2,27,11,0.71
1813,/events/details/1813/,Brunner Stich,2023,Czech Republic,2023-05-13,60,29,60,0,NA
2036,/events/details/2036/,Brunner Stich,2024,Czech Republic,2024-04-20,60,34,39,21,0.65
1906,/events/details/1906/,Budapest Blade Brawl,2023,Hungary,2023-10-07,37,7,37,0,NA
1363,/events/details/1363/,Budapest Mhs Kardvivo Torna,2018,Hungary,2018-11-17,25,1,25,0,NA
1446,/events/details/1446/,Budapest Mhs Kardvivo Torna,2019,Hungary,2019-04-13,40,7,20,20,0.5
1290,/events/details/1290/,Budapest Mhs Nylon Es Feder Kardvivo Torna,2015,Hungary,2015-03-07,21,0,21,0,NA
1242,/events/details/1242/,Budapest Mhs Nylon Es Feder Kardvivo Torna,2017,Hungary,2017-08-12,11,1,4,7,0.36
1289,/events/details/1289/,Budapest Mhs Nylon Es Feder Kardvivo Torna,2017,Hungary,2017-03-11,23,1,15,8,0.65
1291,/events/details/1291/,Budapesti Kardvivo Torna,2014,Hungary,2014-05-24,13,0,13,0,NA
1292,/events/details/1292/,Budapesti Kardvivo Torna,2014,Hungary,2014-02-22,20,0,16,4,0.8
1243,/events/details/1243/,Budapesti Mhs Parnazott Kard Es Feder Torna,2018,Hungary,2018-03-11,21,0,21,0,NA
1556,/events/details/1556/,Budapesti Mhs Torna,2019,Hungary,2019-11-16,54,25,54,0,NA
1437,/events/details/1437/,By The Sword,2019,United Kingdom,2019-03-30,45,13,45,0,NA
1748,/events/details/1748/,By The Sword,2022,United Kingdom,2022-04-10,26,2,20,6,0.77
1818,/events/details/1818/,Cakefecht,2022,United States,2022-12-03,24,0,24,0,NA
1252,/events/details/1252/,Camo ,2017,Chile,2017-02-12,11,1,11,0,NA
1253,/events/details/1253/,Camo ,2018,Chile,2018-02-10,18,0,12,6,0.67
1562,/events/details/1562/,Capitol Clash Hema Open Warmup ,2019,United States,2019-11-23,13,1,13,0,NA
1578,/events/details/1578/,Capitol Clash Hema Open Warmup ,2020,United States,2020-01-04,11,0,7,4,0.64
1579,/events/details/1579/,Capitol Clash Hema Open Warmup ,2020,United States,2020-01-11,11,0,8,3,0.73
1580,/events/details/1580/,Capitol Clash Hema Open Warmup ,2020,United States,2020-01-12,12,0,7,5,0.58
119,/events/details/119/,Capitol Clash: Washington Dc Hema Open,2017,United States,2017-01-14,80,5,80,0,NA
1412,/events/details/1412/,Capitol Clash: Washington Dc Hema Open,2019,United States,2019-02-01,88,9,69,19,0.78
1625,/events/details/1625/,Capoferro Comp,2021,Australia,2021-02-21,24,0,24,0,NA
1272,/events/details/1272/,Capoferro Open,2018,Australia,2018-05-06,12,0,12,0,NA
1991,/events/details/1991/,Capofiore,2024,Australia,2024-01-27,56,1,56,0,NA
1793,/events/details/1793/,Capofiore Comp,2023,Australia,2023-01-27,38,1,38,0,NA
1937,/events/details/1937/,Central Asia Hema Cup,2023,Kazakhstan,2023-11-11,38,20,38,0,NA
1887,/events/details/1887/,Chlausturnier Saber,2022,Switzerland,2022-12-10,11,1,11,0,NA
2170,/events/details/2170/,Chlausturnier Saber,2023,Switzerland,2023-12-20,14,0,8,6,0.57
1570,/events/details/1570/,Ciudad De Los Reyes,2019,Peru,2019-12-29,11,1,11,0,NA
1874,/events/details/1874/,Ciudad De Los Reyes,2023,Peru,2023-08-05,15,1,14,1,0.93
2018,/events/details/2018/,Clash For The Cash,2024,United States,2024-03-02,53,3,53,0,NA
1325,/events/details/1325/,Clash Of Claymores,2018,United States,2018-09-01,22,1,22,0,NA
1438,/events/details/1438/,Clash Of Claymores,2019,United States,2019-04-26,83,2,69,14,0.83
2041,/events/details/2041/,Clash Of Damned,2024,Czech Republic,2024-05-05,40,1,40,0,NA
1228,/events/details/1228/,Clash Of Steel,2018,Taiwan,2018-01-07,32,7,32,0,NA
1510,/events/details/1510/,Clash Of Steel,2019,Taiwan,2019-09-28,37,12,22,15,0.59
1660,/events/details/1660/,Clash Of Steel,2021,Taiwan,2021-10-02,13,0,5,8,0.38
1868,/events/details/1868/,Clash Of Steel,2022,Taiwan,2022-10-09,21,0,13,8,0.62
1885,/events/details/1885/,Clash Of Steel,2023,Taiwan,2023-06-25,34,11,20,14,0.59
2145,/events/details/2145/,Clash Of Steel,2024,Taiwan,2024-06-29,46,23,24,22,0.52
1321,/events/details/1321/,Clash Of The Towers,2018,Ireland,2018-07-14,18,3,18,0,NA
1462,/events/details/1462/,Clash Of The Towers,2019,Ireland,2019-05-04,16,5,11,5,0.69
1587,/events/details/1587/,Cold Cuts,2020,Sweden,2020-02-15,16,0,16,0,NA
152,/events/details/152/,Combat Con,2017,United States,2017-08-10,103,25,103,0,NA
1324,/events/details/1324/,Combat Con,2018,United States,2018-08-02,133,26,81,52,0.61
1529,/events/details/1529/,Combat Con,2019,United States,2019-08-01,93,16,53,40,0.57
1635,/events/details/1635/,Combat Con,2021,United States,2021-07-22,112,1,90,22,0.8
1742,/events/details/1742/,Combat Con,2022,United States,2022-07-21,158,8,105,53,0.66
1864,/events/details/1864/,Combat Con,2023,United States,2023-07-20,151,12,101,50,0.67
2169,/events/details/2169/,Combat Con,2024,United States,2024-07-25,148,6,78,70,0.53
27,/events/details/27/,Combatcon,2015,United States,2015-06-25,68,15,68,0,NA
45,/events/details/45/,Combatcon,2016,United States,2016-07-07,91,22,61,30,0.67
1195,/events/details/1195/,Commandments,2017,Ireland,2017-10-14,13,0,13,0,NA
1495,/events/details/1495/,Continental Hema Open,2019,United States,2019-07-12,70,1,70,0,NA
1962,/events/details/1962/,Coornhert Sidesword Gathering,2023,Netherlands,2023-11-25,25,12,25,0,NA
1822,/events/details/1822/,Copa Ignis,2022,Brazil,2022-11-27,7,0,7,0,NA
2021,/events/details/2021/,Copa Ignis,2024,Brazil,2024-03-09,19,0,16,3,0.84
6,/events/details/6/,Copenhagen Open,2015,Denmark,2015-04-18,75,56,75,0,NA
33,/events/details/33/,Copenhagen Open,2016,Denmark,2016-05-21,44,32,18,26,0.41
2068,/events/details/2068/,Copenhagen Open,2024,Denmark,2024-04-14,18,1,15,3,0.83
154,/events/details/154/,Copenhagen Open Longsword,2014,Denmark,2014-05-31,27,19,27,0,NA
1711,/events/details/1711/,Cork,2022,Ireland,2022-05-07,14,0,14,0,NA
1836,/events/details/1836/,Cork,2023,Ireland,2023-05-06,16,1,9,7,0.56
2035,/events/details/2035/,Cork,2024,Ireland,2024-04-20,15,0,9,6,0.6
1315,/events/details/1315/,Cornhusker State Games,2018,United States,2018-07-28,36,0,36,0,NA
1493,/events/details/1493/,Cornhusker State Games,2019,United States,2019-07-27,21,0,9,12,0.43
1598,/events/details/1598/,Cornhusker State Games,2020,United States,2020-07-11,18,0,11,7,0.61
1655,/events/details/1655/,Cornhusker State Games,2021,United States,2021-07-10,32,0,20,12,0.62
1728,/events/details/1728/,Cornhusker State Games,2022,United States,2022-07-08,38,1,22,16,0.58
1749,/events/details/1749/,Crossroads,2022,United States,2022-09-17,93,3,93,0,NA
1658,/events/details/1658/,Crossroads: Longsword,2021,United States,2021-06-19,56,1,56,0,NA
1673,/events/details/1673/,Crossroads: Saber,2021,United States,2021-10-23,36,1,36,0,NA
1672,/events/details/1672/,Crossroads: Womens Longsword,2022,United States,2022-02-19,6,1,6,0,NA
1234,/events/details/1234/,Csen,2015,Italy,2015-11-29,30,0,30,0,NA
1768,/events/details/1768/,Cup,2022,Germany,2022-07-09,42,11,42,0,NA
1938,/events/details/1938/,Cup,2023,Germany,2023-07-08,18,8,13,5,0.72
2113,/events/details/2113/,Cup,2024,Germany,2024-06-22,60,35,51,9,0.85
107,/events/details/107/,Cup Of Enisey,2017,Russia,2017-03-11,17,0,17,0,NA
2057,/events/details/2057/,Cut N' Thrust Campaign,2024,Australia,2024-05-11,20,0,20,0,NA
1753,/events/details/1753/,Danish National Championship,2019,Denmark,2019-10-05,16,0,16,0,NA
1752,/events/details/1752/,Danish National Championship,2020,Denmark,2020-10-03,15,0,4,11,0.27
1759,/events/details/1759/,Danish National Championship,2021,Denmark,2021-10-23,23,0,16,7,0.7
1758,/events/details/1758/,Danish National Championship,2022,Denmark,2022-10-01,23,0,10,13,0.43
1921,/events/details/1921/,Danmarksmesterskaber Hema,2023,Denmark,2023-10-07,28,0,28,0,NA
23,/events/details/23/,Dc Hema Open,2016,United States,2016-01-15,77,5,77,0,NA
1227,/events/details/1227/,Dc Hema Open,2018,United States,2018-01-12,74,3,57,17,0.77
1506,/events/details/1506/,Debreceni Mhs Torna,2019,Hungary,2019-08-17,16,2,16,0,NA
92,/events/details/92/,Demas Long Sword Tournament,2017,United States,2017-01-28,18,0,18,0,NA
1360,/events/details/1360/,Digladior Hema Tournaj,2018,Czech Republic,2018-11-10,33,6,33,0,NA
1819,/events/details/1819/,Dmca Friendly Open Longsword Tournament,2023,United Kingdom,2023-03-11,10,0,10,0,NA
1631,/events/details/1631/,Donnybrook,2021,United States,2021-06-26,54,0,54,0,NA
1717,/events/details/1717/,Donnybrook,2022,United States,2022-06-11,77,0,48,29,0.62
1928,/events/details/1928/,Donnybrook,2023,United States,2023-08-18,84,1,51,33,0.61
2140,/events/details/2140/,Donnybrook,2024,United States,2024-08-16,112,5,76,36,0.68
1968,/events/details/1968/,Drabant Cup,2023,Sweden,2023-12-02,25,3,25,0,NA
1743,/events/details/1743/,Dragoon Sabre,2022,Czech Republic,2022-09-17,17,6,17,0,NA
1908,/events/details/1908/,Dragoon Sabre,2023,Czech Republic,2023-09-16,26,15,16,10,0.62
2167,/events/details/2167/,Dragoon Sabre,2024,Czech Republic,2024-09-21,33,11,19,14,0.58
1341,/events/details/1341/,Dresdner Fechtschul,2018,Germany,2018-09-29,27,1,27,0,NA
1511,/events/details/1511/,Dresdner Fechtschul,2019,Germany,2019-09-28,24,0,16,8,0.67
1809,/events/details/1809/,Dresdner Fechtschul,2022,Germany,2022-11-12,53,6,46,7,0.87
2065,/events/details/2065/,Dresdner Fechtschul,2023,Germany,2023-11-25,48,1,29,19,0.6
2126,/events/details/2126/,Dresdner Sabelschlag,2024,Germany,2024-06-15,16,4,16,0,NA
1747,/events/details/1747/,Dublin,2022,Ireland,2022-06-18,16,0,16,0,NA
1837,/events/details/1837/,Dublin,2023,Ireland,2023-06-10,15,2,9,6,0.6
1870,/events/details/1870/,Duel Against The Darkness,2023,United States,2023-06-17,19,1,19,0,NA
1766,/events/details/1766/,Duel For The Jewel,2022,United States,2022-10-08,27,0,27,0,NA
1923,/events/details/1923/,Duel For The Jewel,2023,United States,2023-10-21,39,0,24,15,0.62
1624,/events/details/1624/,Duel Season: Winter,2021,Ukraine,2021-01-30,58,54,58,0,NA
1669,/events/details/1669/,Duel Season: Winter,2022,Ukraine,2022-01-29,65,63,29,36,0.45
108,/events/details/108/,Duelling Classic,2017,Russia,2017-03-24,79,0,79,0,NA
1183,/events/details/1183/,Duels At High Noon,2017,United States,2017-11-11,25,0,25,0,NA
1337,/events/details/1337/,Duels At High Noon,2018,United States,2018-09-22,43,0,27,16,0.63
1512,/events/details/1512/,Duels At High Noon,2019,United States,2019-09-22,52,2,28,24,0.54
1428,/events/details/1428/,Durer Turnier,2019,Germany,2019-03-02,46,5,46,0,NA
1623,/events/details/1623/,Durerturnier,2020,Germany,2020-03-07,51,4,51,0,NA
65,/events/details/65/,Dutch Lions Cub,2016,Netherlands,2016-06-25,24,0,24,0,NA
66,/events/details/66/,Dutch Lions Cub,2016,Netherlands,2016-08-14,26,8,18,8,0.69
157,/events/details/157/,Dutch Lions Cub ,2017,Netherlands,2017-07-29,31,5,31,0,NA
1318,/events/details/1318/,Dutch Lions Cub ,2018,Netherlands,2018-06-03,20,7,15,5,0.75
1319,/events/details/1319/,Dutch Lions Cub ,2018,Netherlands,2018-07-28,28,7,17,11,0.61
52,/events/details/52/,Dutch Lions Cup,2016,Netherlands,2016-08-27,77,34,77,0,NA
158,/events/details/158/,Dutch Lions Cup,2017,Netherlands,2017-08-25,110,57,59,51,0.54
